0.00 51.00 255.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00 115.00 255.00 255.00 0.00 0.00 0.00 51.00 255.00 242.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 153.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 153.00 255.00 64.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 217.00 255.00 255.00 191.00 230.00 255.00 64.00 255.00 255.00 0.00 0.00 0.00 38.00 191.00 0.00 0.00 0.00 255.00 230.00 230.00 255.00 0.00 0.00 0.00 0.00 0.00 191.00 255.00 153.00 115.00 255.00 255.00 51.00 0.00 38.00 217.00 255.00 204.00 0.00 0.00 0.00 64.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00
0.00 51.00 255.00 255.00 255.00 255.00 255.00 255.00 0.00 0.00 115.00 255.00 255.00 0.00 0.00 0.00 51.00 255.00 242.00 0.00 153.00 255.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 38.00 255.00 255.00 0.00 0.00 0.00 0.00 255.00 217.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00 153.00 255.00 255.00 0.00 0.00 0.00 51.00 255.00 255.00 115.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 115.00 255.00 255.00 64.00 0.00 0.00 64.00 255.00 255.00 0.00 0.00 0.00 64.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00
188.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 41.00 64.00 64.00 64.00 64.00 64.00 0.00 207.00 255.00 41.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 64.00 0.00 0.00 0.00 0.00 0.00 0.00 217.00 255.00 140.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 226.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 169.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 64.00 255.00 38.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 38.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 64.00 255.00 255.00 255.00 255.00 255.00 51.00 0.00 0.00 242.00 255.00 64.00 0.00 0.00 0.00 255.00 255.00 115.00 153.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 191.00 191.00 255.00 255.00 0.00 0.00 191.00 191.00 191.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 191.00 191.00 242.00 255.00 217.00 0.00 255.00 255.00 64.00 0.00 0.00 0.00 0.00 64.00 255.00 230.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 153.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 242.00 255.00 64.00 0.00 0.00 51.00 255.00 255.00 0.00 0.00 0.00 64.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00
0.00 204.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 153.00 0.00 204.00 255.00 64.00 64.00 64.00 64.00 64.00 64.00 38.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 115.00 255.00 0.00 38.00 191.00 217.00 191.00 0.00 0.00 0.00 179.00 255.00 255.00 191.00 191.00 191.00 191.00 255.00 255.00 0.00 38.00 64.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 230.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 179.00 115.00 255.00 255.00 51.00 0.00 0.00 64.00 255.00 242.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 236.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 210.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 249.00 198.00 0.00 255.00 255.00 0.00 0.00 0.00 6.00 255.00 255.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 255.00 159.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 64.00 64.00 64.00 64.00 64.00 64.00 255.00 255.00 64.00 64.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00
255.00 255.00 255.00 13.00 13.00 13.00 13.00 255.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 25.00 0.00 0.00 0.00 0.00 0.00 0.00 25.00 255.00 179.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 25.00 255.00 178.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 178.00 178.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 178.00 205.00 9.00 0.00 0.00 0.00 0.00 0.00 0.00 9.00 205.00 255.00 25.00 0.00 0.00 0.00 0.00 0.00 0.00 25.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 255.00 13.00 13.00 13.00 231.00 255.00 255.00 246.00
0.00 51.00 255.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00 153.00 255.00 255.00 0.00 0.00 0.00 51.00 255.00 242.00 0.00 230.00 255.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 153.00 255.00 217.00 0.00 0.00 0.00 0.00 51.00 255.00 255.00 255.00 64.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 115.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 115.00 255.00 255.00 64.00 0.00 38.00 64.00 255.00 255.00 0.00 0.00 0.00 64.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00
0.00 0.00 102.00 255.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 255.00 255.00 46.00 0.00 0.00 0.00 217.00 255.00 99.00 166.00 255.00 191.00 0.00 0.00 0.00 0.00 0.00 255.00 166.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 76.00 255.00 166.00 0.00 0.00 0.00 0.00 0.00 0.00 92.00 255.00 245.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 217.00 0.00 0.00 0.00 0.00 0.00 209.00 255.00 255.00 56.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 38.00 0.00 0.00 0.00 0.00 0.00 66.00 255.00 191.00 0.00 0.00 0.00 0.00 0.00 102.00 66.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00 255.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 67.00 233.00 255.00 255.00 255.00 255.00 92.00 255.00 255.00 255.00 233.00 67.00 0.00 255.00 255.00 255.00 255.00 255.00 112.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00
0.00 0.00 64.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00 0.00 242.00 255.00 51.00 0.00 0.00 51.00 255.00 242.00 0.00 153.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 153.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 255.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 255.00 153.00 255.00 0.00 0.00 0.00 0.00 0.00 0.00 255.00 153.00 0.00 242.00 255.00 51.00 0.00 0.00 64.00 255.00 242.00 0.00 0.00 0.00 64.00 255.00 255.00 255.00 255.00 64.00 0.00 0.00
